case_id,original_shape_Elongation,original_shape_MajorAxisLength,original_firstorder_10Percentile,original_firstorder_Energy,original_glcm_Idn,original_glcm_SumSquares,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_ZoneEntropy,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Strength
Case361,-0.42654938429947464,0.04090406275107561,-0.13230674177905155,-0.2703082205358834,0.9281582833480551,-0.5341233315301855,-0.22312163350160835,-0.19776006057280537,-0.34429073704380847,-0.13792733482720287,-0.6376514199817275,-0.9652116714066977,0.11660043199172662,-0.21333346874105685,-0.43294639683055586
Case362,-2.396919858003036,-0.5650599199883419,-0.33889667426021525,-0.3377341388325533,-1.1742543324826598,-0.025640919366736337,-1.0422791163912453,1.493805895297065,-0.15749305665439628,-0.2538388475367419,2.5252315683481474,-1.9280015489653306,4.759036872200136,-0.09198834939613107,2.6677737558365044
Case363,0.07787812978057726,0.05102557687943081,-0.4599792243470272,-0.2313408189171498,-0.5277882013459152,-0.16619782199252306,-0.665060938540497,-0.18332001187513475,-0.17802375160526937,-0.2650683036801481,0.8334226966204905,-0.5060966132058887,-0.21555467347529983,-0.12619186772952323,-0.4367811922320384
Case364,-0.46090457409644436,-0.552004401734713,0.07302586334174856,-0.25282767883120366,0.7947449433025621,-0.5278585973658179,-0.1943927008604767,0.21775785867930875,-0.3135675559376317,0.21402740440933704,-0.8103772604366398,-0.8042381604269392,-0.1352754231889157,-0.2036462228476863,-0.45777165309287293
Case365,-0.14444368899212226,0.04374743363996501,-0.11610497422523648,0.06510938184586652,0.2416564924864518,0.19852840428643811,0.8973436754891922,-0.7886492901693045,0.15596219055192048,-0.2409950528963773,-0.3525068950662589,1.3499100975493685,-0.6981157743702883,-0.07843842646822134,-0.07951600705404527
Case368,-1.629157422884635,-1.1799862209213354,-0.9195803855674974,-0.33651708211258885,-0.01767715342083349,-0.42673231643947407,-0.8133207658042445,1.8478538467023309,-0.48841236131527627,0.10082247560359013,-1.227164991408488,-1.0344065620845122,2.270548079406682,-0.23715763160899528,-0.184644018343957
Case369,-0.6870022432573346,-1.2063238134883614,-0.4355112488575921,-0.2704101022200268,-3.515516291960122,0.6902906634836876,-0.7256615486242532,0.6339289596476226,-0.07398578699085451,-0.27009306809971695,1.929344492095959,-0.3765839491477336,0.7889661373337749,0.029269668883771985,0.5968809754434069
Case370,2.08128270601966,-0.5605525544417711,-0.7899662451369762,-0.2999897335480763,0.4595054240906037,-0.5620965645118501,-0.7457372127841135,0.022954610594085725,-0.4923115101860525,0.11482159068269955,-1.4300528625561206,-1.2276809148818695,-0.37691541287687647,-0.2446505925129769,-0.9114074905539232
Case371,0.8310907625197465,0.10063684781599537,0.8493881126551759,0.3234349236633652,1.1943904669539798,-0.42127916357693307,1.2716857978818432,-1.2095235431543125,0.03450826374524539,-0.2203481956000143,-0.9903684121647708,0.4528391221185785,-1.2968621280741086,-0.13630095233010822,-0.716436404948212
Case372,0.3812171289590477,-0.4196955620824009,-0.6352228325821705,-0.15521836015304463,-1.3975764401135335,0.6094800113604284,-0.5957721397780169,-0.07540272849516501,-0.012911259163573354,-0.22962506790099774,1.1401112823633999,0.8704466380553011,-0.20840032061770977,0.011712512515427917,-0.0022166599458942433
