feature,concordance_index,concordance_index_std,p_value,fit_ok,kept,cluster_id,drop_reason
original_glszm_SizeZoneNonUniformity,0.6485718894621406,0.11141880316438185,0.2864048789635934,True,False,26.0,redundant_with_original_gldm_DependenceNonUniformity
original_glszm_SizeZoneNonUniformityNormalized,0.4769695531980845,0.18350423565638915,0.6646580094186383,True,False,5.0,redundant_with_original_glcm_InverseVariance
original_glszm_SmallAreaEmphasis,0.4769695531980845,0.18350423565638915,0.6931802477235408,True,False,5.0,redundant_with_original_glcm_InverseVariance
original_glszm_SmallAreaHighGrayLevelEmphasis,0.6175076385857704,0.14011252948325945,0.0546151020802597,True,False,15.0,redundant_with_original_glrlm_LongRunHighGrayLevelEmphasis
original_glszm_SmallAreaLowGrayLevelEmphasis,0.7288393868165375,0.05897730709096197,0.09259965388231589,True,True,11.0,kept
original_glszm_ZoneEntropy,0.666721503624318,0.14734642280321972,0.06662297575257539,True,True,25.0,kept
original_glszm_ZonePercentage,0.48102368345664415,0.18348645599496977,0.7250138539793172,True,False,5.0,redundant_with_original_glcm_InverseVariance
original_glszm_ZoneVariance,0.5261859938023754,0.178833028345919,0.6100588844767638,True,False,5.0,redundant_with_original_glcm_InverseVariance
original_ngtdm_Busyness,0.5382088250630561,0.19496778617971644,0.4758356399855319,True,False,9.0,cut_by_max_features
original_ngtdm_Coarseness,0.6626575952530064,0.13229719142409868,0.23843930551800258,True,True,27.0,kept
original_ngtdm_Complexity,0.6020745323540762,0.1462844128335457,0.02524821776772949,True,False,16.0,redundant_with_original_firstorder_Maximum
original_ngtdm_Contrast,0.40286266450861363,0.1874115031092251,0.4116249644183966,True,False,6.0,cut_by_max_features
original_ngtdm_Strength,0.5350038362373966,0.1750739091902272,0.2607298219276219,True,False,9.0,redundant_with_original_ngtdm_Busyness
