feature,concordance_index,concordance_index_std,p_value,fit_ok,kept,cluster_id,drop_reason
original_glrlm_RunLengthNonUniformityNormalized,0.4295754013001517,0.08652500342325009,0.9053343196847351,True,False,5.0,redundant_with_original_glszm_SmallAreaEmphasis
original_glrlm_RunPercentage,0.42860043869520503,0.08990501710149242,0.9082960679579705,True,False,5.0,redundant_with_original_glszm_SmallAreaEmphasis
original_glrlm_RunVariance,0.43514961261229745,0.10526844156543881,0.9078364939949041,True,False,5.0,redundant_with_original_glszm_SmallAreaEmphasis
original_glrlm_ShortRunEmphasis,0.4284190775043205,0.08876041188310545,0.8874712485274334,True,False,5.0,redundant_with_original_glszm_SmallAreaEmphasis
original_glrlm_ShortRunHighGrayLevelEmphasis,0.5206901694686861,0.05312181001216387,0.28647867513553704,True,True,15.0,kept
original_glrlm_ShortRunLowGrayLevelEmphasis,0.5409284659283642,0.059399700203824846,0.34266896062153596,True,False,11.0,redundant_with_original_gldm_SmallDependenceLowGrayLevelEmphasis
original_glszm_GrayLevelNonUniformity,0.45264925945619927,0.08867554243469139,0.7531928000445771,True,False,27.0,redundant_with_original_ngtdm_Coarseness
original_glszm_GrayLevelNonUniformityNormalized,0.42016673397291066,0.06431227371703242,0.7452025506232384,True,False,8.0,redundant_with_original_glcm_SumSquares
original_glszm_GrayLevelVariance,0.48544820304916037,0.09982620369827384,0.22377976793000012,True,False,8.0,redundant_with_original_glcm_SumSquares
original_glszm_HighGrayLevelZoneEmphasis,0.5158072879566415,0.04397046316838461,0.29330109263195614,True,False,15.0,redundant_with_original_glrlm_ShortRunHighGrayLevelEmphasis
original_glszm_LargeAreaEmphasis,0.4438470338095214,0.10076858764218873,0.9958602025279039,True,False,5.0,redundant_with_original_glszm_SmallAreaEmphasis
original_glszm_LargeAreaHighGrayLevelEmphasis,0.4536946818989134,0.07994211795773028,0.8913026144045145,True,False,22.0,cut_by_max_features
original_glszm_LargeAreaLowGrayLevelEmphasis,0.5172543765218495,0.06453978352883058,0.8076051217944362,True,True,14.0,kept
original_glszm_LowGrayLevelZoneEmphasis,0.5470069172527178,0.060494025701743025,0.3153720116309859,True,False,11.0,redundant_with_original_gldm_SmallDependenceLowGrayLevelEmphasis
original_glszm_SizeZoneNonUniformity,0.45347324044853937,0.07119468108397713,0.6519963456792583,True,False,26.0,redundant_with_original_gldm_DependenceNonUniformity
original_glszm_SizeZoneNonUniformityNormalized,0.5446812189876183,0.08696599191031203,0.6281820763810074,True,False,5.0,redundant_with_original_glszm_SmallAreaEmphasis
original_glszm_SmallAreaEmphasis,0.5458161285491399,0.08475414280047967,0.590445228331058,True,True,5.0,kept
original_glszm_SmallAreaHighGrayLevelEmphasis,0.5162377916963716,0.05406514838847822,0.30976188676269584,True,False,15.0,redundant_with_original_glrlm_ShortRunHighGrayLevelEmphasis
original_glszm_SmallAreaLowGrayLevelEmphasis,0.5496104495853941,0.0816540480207726,0.20592393642385173,True,False,11.0,redundant_with_original_gldm_SmallDependenceLowGrayLevelEmphasis
original_glszm_ZoneEntropy,0.523339668067916,0.08323324671842634,0.18808327324112584,True,True,25.0,kept
original_glszm_ZonePercentage,0.4636445098554332,0.11593876081864628,0.7633553917217377,True,False,5.0,redundant_with_original_glszm_SmallAreaEmphasis
original_glszm_ZoneVariance,0.4399114032277609,0.10338885091419363,0.9879412904016497,True,False,5.0,redundant_with_original_glszm_SmallAreaEmphasis
original_ngtdm_Busyness,0.4776936001038258,0.09676912774381524,0.9624562413760853,True,False,9.0,redundant_with_original_ngtdm_Strength
original_ngtdm_Coarseness,0.5178728697177967,0.0942107430067619,0.49301560453752513,True,True,27.0,kept
original_ngtdm_Complexity,0.5354527727638438,0.05158729321162946,0.20698710331604747,True,True,16.0,kept
original_ngtdm_Contrast,0.39204236886067323,0.08313310074645393,0.8436114737912344,True,False,6.0,cut_by_max_features
original_ngtdm_Strength,0.5356222975101861,0.10563364713145004,0.48759188714076174,True,True,9.0,kept
